"Word","Length","Log_Freq_HAL","predicted_gaze_duration_default"
"bookstall",9,2.303,295.09675459844
"bookwork",8,1.099,298.947686835994
"bookworm",8,4.727,272.572924974438
"boom",4,8.363,231.503411885256
"boomed",6,5.056,260.905346558407
"boomerang",9,7.75,256.885994679169
"boomerangs",10,5.72,275.337864181274
"booming",7,6.701,254.669161867991
"boomtown",8,4.511,274.075925226905
"boon",4,7.734,235.240366823754
"boor",4,5.088,251.63264509669
"boorish",7,5.257,264.205434395378
"boors",5,3.367,267.593819640295
"boos",4,5.231,250.718235692968
"boost",5,8.468,235.005255255989
"boosted",7,6.663,254.915651125671
"booster",7,8.841,241.165813036602
"boosting",8,6.182,262.661068922824
"boosts",6,5.775,256.173059036121
"boot",4,10.689,218.192740520585
"booted",6,7.955,242.343058346393
"booth",5,8.404,235.388467479275
"booths",6,6.711,250.140894849638
"bootlace",8,0,307.429925334142
"bootleg",7,7.854,247.302423971459
"bootlegger",10,4.331,285.24840624608
"bootleggers",11,5.13,284.492151233785
"bootlegging",11,4.875,286.345037968061
"bootless",8,2.773,286.475078234674
"boots",5,9.28,230.197078699298
"bootstraps",10,4.615,283.19346001596
"booty",5,5.919,250.761143681501
"booze",5,6.869,244.769160121613
"boozer",6,3.85,269.040060478566
"bop",3,6.792,236.725937458634
"bopper",6,4.754,262.919017280639
"borage",6,3.367,272.368685578426
"borax",5,5.835,251.297967690953
"Bordeaux",8,6.25,262.206754304264
"bordello",8,4.159,276.543037301105
"border",6,9.729,231.641622098972
"bordered",8,7.619,253.22566165886
"bordering",9,6.4,265.86827425015
"borderland",10,3.97,287.882041237622
"borderlands",11,5.273,283.458333470301
"borderline",10,6.993,266.557673911789
"borders",7,8.812,241.343928662767
"bore",4,8.188,232.537103965864
"bored",5,8.857,232.689426505937
"boredom",7,7.305,250.783128653498
"borer",5,3.526,266.512827659525
"bores",5,5.591,252.863839951393
"boric",5,5.357,254.374701874614
"boring",6,9.45,233.292793012726
"born",4,10.468,219.423810738876
"borne",5,8.701,233.615385773503
"Borneo",6,5.416,258.525084314256
"boron",5,5.226,255.224464370559
"borough",7,6.1,258.595660564183
"boroughs",8,4.564,273.706367956005
"borrow",6,8.353,239.899947051384
"borrowed",8,8.159,249.76827756257
"borrower",8,5.533,267.036905428376
"borrowing",9,7.751,256.879454903478
"borrows",7,5.989,259.327449666352
"borscht",7,3.664,275.140505961434
"bosom",5,6.312,248.264767777529
"bosoms",6,4.143,267.040687697203
"boss",4,9.211,226.5591469079
"bossed",6,3.332,272.611484455307
"bosses",6,7.29,246.480783219655
"bossman",7,3.367,277.228752829343
"boss's",6,5.278,259.434940685691
"bossy",5,5.74,251.90647502672
"Boston",6,10.216,228.78742428319
"Bostonian",9,4.007,282.568920029187
"Bostonians",10,4.205,286.164876687085
"Boston's",8,5.945,264.250650586845
"botanical",9,6.711,263.771572155496
"botanist",8,5.817,265.113155917084
"botanists",9,4.407,279.706041374082
"botany",6,6.433,251.917517477988
"botch",5,5.493,253.495498869792
"both",4,12.6,207.831603603003
"bother",6,9.924,230.494521218992
"bothered",8,8.875,245.256724295033
"bothering",9,7.77,256.755230793405
"bothers",7,7.975,246.541794832576
"bothersome",10,6.089,272.763429028435
"bottle",6,9.833,231.029126339544
"bottled",7,7.135,251.870844162071
"bottleneck",10,6.944,266.89039944709
"bottlenecks",11,5.935,278.721145080836
"bottles",7,8.643,242.384533004747
"bottling",8,6.397,261.227316701111
"bottom",6,10.68,226.10074682228
"bottomless",10,7.457,263.427455995418
"bottoms",7,7.326,250.649090178617
"botulism",8,5.142,269.708307812507
"boudoir",7,3.892,273.548086354016
"bough",5,5.69,252.227333658302
"boughs",6,3.555,271.068204331086
"bought",6,10.953,224.534773792914
"bouillabaisse",13,3.638,306.145989407515
"bouillon",8,4.564,273.706367956005
"boulder",7,8.782,241.528324639958
"boulders",8,5.835,264.991696208525
"boulevard",9,7.831,256.356811910768
"boulevards",10,3.497,291.369596686626
"bounce",6,8.35,239.918270024523
"bounced",7,8.148,245.458345551875
"bouncer",7,5.663,261.48866219275
"bouncing",8,7.83,251.869060451461
"bouncy",6,6.148,253.751975024354
"bound",5,9.451,229.197127292439
"boundaries",10,8.513,256.439852901064
"boundary",8,8.371,248.423874026825
"bounded",7,6.537,255.73466590048
"bounding",8,6.366,261.433559893119
"boundless",9,6.107,267.858869000139
"bounds",6,7.967,242.269034193297
"bounteous",9,2.996,289.936154287959
"bountiful",9,5.425,272.550177936693
"bounty",6,7.439,245.547585113885
"bouquet",7,6.392,256.680439944509
"bouquets",8,4.852,271.706901146035
"bourbon",7,6.125,258.431128328974
"bourbons",8,4.828,271.872964019164
"bourgeois",9,6.64,264.248779204349
"bourgeoisie",11,6.244,276.537162036845
"bout",4,8.632,229.92343258423
"boutique",8,6.532,260.331056275315
"bouts",5,6.258,248.606302891257
"bovine",6,6.801,249.568418274464
"bovines",7,3.97,273.005429727916
"bow",3,8.923,224.225363550068
"bowed",5,6.922,244.43911937564
"bowel",5,6.86,244.825249020619
"bowels",6,6.642,250.580682716582
"bower",5,5.958,250.512293924396
"bowers",6,7.043,248.035581846224
"Bowie",5,7.274,242.258414669769
"bowing",6,6.513,251.404969966938
"bowl",4,9.28,226.161518635541
"bowler",6,7.175,247.203461088364
"bowling",7,8.599,242.656194943573
"bowls",5,7.003,243.935577055015
"bowman",6,8.018,241.954683711139
"bows",4,7.095,239.098506587304
"bowstring",9,3.892,283.397407760452
"bowwow",6,0.693,291.55593601154
"box",3,12.053,207.051472082291
"boxcar",6,5.517,257.861197888281
"boxcars",7,4.489,269.421985669333
"boxed",5,8.169,236.800942471454
"boxer",5,7.464,241.089425482103
"boxes",5,10.118,225.338073092709
"boxing",6,7.941,242.42944844512
"boxwood",7,4.234,271.176720979267
"boxy",4,4.804,253.458575523853
"boy",3,10.665,214.498645244006
"boycott",7,8.024,246.23443738986
"boycotted",9,5.323,273.258839032783
"boyfriend",9,8.451,252.34221874537
"boyhood",7,6.111,258.52325347934
"boyish",6,6.435,251.904691063778
"boys",4,10.083,221.58504838752
"boy's",5,7.951,238.118815514068
"bra",3,8.224,228.251233996418
"brace",5,7.257,242.363284297949
"braced",6,5.595,257.349660448874
"bracelet",8,6.094,263.250174187205
"braces",6,6.739,249.962650445617
"brace's",7,0,302.040404597855
"bracing",7,5.802,260.564969673712
"bracken",7,5.293,263.963402165967
"bracket",7,7.889,247.082166373324
"brackets",8,7.883,251.52944637362
"Brad",4,9.429,225.305251067611
"Bradley",7,8.625,242.495630654822
"brae",4,4.82,253.355354900382
"brag",4,7.06,239.311647274678
"braggadocio",11,4.094,292.095375164573
"braggart",8,4.078,277.113889345061
"bragged",7,5.553,262.221962291752
"bragging",8,6.945,257.608211728407
"Brahmin",7,5.878,260.061309628058
"Brahms",6,7.625,244.387609847524
"braid",5,6.217,248.865930348771
"braided",7,6.066,258.819592520925
"braiding",8,4.635,273.212081441237
"braids",6,5.226,259.778615147055
"braille",7,6.269,257.485458671908
"brain",5,10.899,220.901953887586
"brainchild",10,5.403,277.568901151065
"brains",6,8.801,237.179364876359
"brain's",7,5.948,259.598273557933
"brainstorm",10,6.465,270.164915382427
"brainwash",9,7.27,260.044385343708
"brainwashing",12,7.021,275.958518185618
"brainwave",9,5.124,274.646731508292
"brainy",6,5.553,257.624977460997
"braise",6,2.944,275.317626112052
"brake",5,8.725,233.472691032565
"brakeman",8,3.555,280.828235567667
"brakes",6,8.447,239.326535531418
"bramble",7,5.587,261.995086588314
"brambles",8,7.848,251.753668431131
"bran",4,6.387,243.447191141125
"branch",6,9.514,232.912992545676
"branched",8,5.635,266.344380104155
"branches",8,8.428,248.063643037368
"branching",9,6.267,266.770014731282
"branchy",7,0.693,296.758374953488
"brand",5,10.127,225.286448660693
"branded",7,6.866,253.601640870502
"brandish",8,4.159,276.543037301105
"brandishing",11,5.159,284.282191538769
"Brandon",7,8.421,243.75830185733
"Brandon's",9,4.522,278.888345032149
"brands",6,8.556,238.663338042687
"brandy",6,7.355,246.073248050403
"Brandywine",10,4.796,281.891524329147
"brash",5,5.505,253.418068182297
"brashness",9,2.944,290.320233824013
"brass",5,9.397,229.512431262619
"brasserie",9,3.466,286.487636018632
"brassiere",9,4.913,276.126016367275
"brassy",6,4.043,267.721391734776
"brat",4,6.985,239.769017335577
"bratwurst",9,3.638,285.235902782022
"bravado",7,5.572,262.095154603221
"brave",5,8.617,234.11550451686
"braved",6,4.369,265.508665490549
"bravely",7,5.832,260.366040077043
"braver",6,5.565,257.546285416326
"bravery",7,6.12,258.464026399155
"braves",6,6.963,248.541260075831
"bravest",7,4.522,269.195733626711
"braving",7,3.912,273.408840885381
"bravo",5,7.77,239.218583889003
"brawl",5,6.994,243.991474938305
"brawn",5,5.595,252.838091414213
"bray",4,6.635,241.914995809546
"braying",7,3.951,273.13751605951
"brazen",6,5.727,256.486292407508
"brazenly",8,5.288,268.707689909485
"brazenness",10,2.197,301.174018657277
"brazier",7,4.078,272.25583575345
"Brazil",6,8.746,237.511696470011
"Brazilian",9,7.668,257.42282325164
"breach",6,7.865,242.898960912185
"breaching",9,5.293,273.467619220164
"bread",5,9.112,231.18373548842
"breadbasket",11,3.611,295.709245885521
"breadboard",10,4.812,281.776724430062
"breadcrumb",10,2.485,298.973896464915
"breaded",7,3.689,274.9654470206
"breadfruit",10,1.946,303.104686180818
"breadline",9,2.398,294.383916471055
"breadth",7,6.994,252.776586503617
"breadwinner",11,4.511,289.010870175903
"break",5,10.774,221.606044784801
"breakable",9,5.38,272.862595707344
"breakables",10,2.639,297.804044566709
"breakage",8,6.161,262.80153098899
"breakaway",9,6.407,265.820898749406
"breakdown",9,8.204,253.933991256012
"breakdowns",10,5.866,274.316360622433
"breaker",7,7.343,250.540635315221
"breakers",8,6.544,260.251537653668
"breakfast",9,8.939,249.226611297563
"breakfasted",11,2.079,307.470356158113
"breakfasts",10,5.94,273.800060340344
"breaking",8,9.414,241.914301691017
"breakneck",9,4.644,278.023488866844
"breakout",8,7.299,255.297022994165
"breaks",6,9.287,234.262896991011
"breakthrough",12,7.402,273.294775937778
"breakthroughs",13,6.133,287.304845301832
"breakup",7,6.569,255.526413198713
"breakups",8,4.06,277.240905295821
"breakwater",10,3.738,289.587391848265
"breakwaters",11,3.045,300.001070795642
"breast",6,8.929,236.407737886666
"breastbone",10,4.159,286.500194353067
"breasted",8,5.58,266.717577208998
"breastfeed",10,5.956,273.688555677792
"breastplate",11,4.82,286.746259646228
"breasts",7,9.229,238.795355096596
"breaststroke",12,4.533,294.003184065724
"breastwork",10,0.693,312.929331922493
"breath",6,9.577,232.539730364605
"breathalyse",11,0,324.182396412142
"breathe",7,8.045,246.102830097821
"breathed",8,7.033,257.031732133871
"breather",8,5.922,264.405424944068
"breathes",8,6.08,263.344017223985
"breathing",9,8.861,249.722002441087
"breathless",10,6.303,271.281438682153
"breathlessly",12,5.22,288.905834716243
"breaths",7,6.385,256.726186401731
"breathtaking",12,6.463,279.906674451394
"breathy",7,4.489,269.421985669333
"bred",4,8.035,233.444627152868
"breech",6,6.246,253.119677019852
"breeches",8,4.99,270.754006156188
"breed",5,9.632,228.143430927699
"breeder",7,8.321,244.37965758292
"breeding",8,9.062,244.091908841771
"breeds",6,8.61,238.335462565061
"breed's",7,5.384,263.352586600535
"breeze",6,7.659,244.17616451163
"breezes",7,4.997,265.96004668803
"breezy",6,5.017,261.164520394155
"brethren",8,7.208,255.88915462069
"Breton",6,6.859,249.200183347763
"Brett",5,9.034,231.643262560957
"brevity",7,6.759,254.293400861042
"brew",4,8.002,233.640831316362
"brewed",6,7.002,248.294613281625
"brewers",7,7.11,252.031199740139
"Brewer's",8,5.485,267.363422473091
"brewery",7,7.293,250.859754247732
"brewing",7,8.058,246.02139416989
"Brian",5,10.698,222.035228621463
"briar",5,5.303,254.724642357559
"bribe",5,7.024,243.805198457008
"bribed",6,5.476,258.130490526564
"bribers",7,0,302.040404597855
"bribery",7,6.592,255.376836326889
"bribes",6,6.78,249.701878843342
"brick",5,8.286,236.096653958401
"bricklayer",10,3.638,290.325568897467
"bricklayers",11,2.996,300.3755414136
"bricklaying",11,2.398,304.983448892775
"bricks",6,7.434,245.578843119607
"brickwork",9,2.708,292.069768543114
"brickyard",9,4.754,277.246000016829
"bridal",6,6.98,248.433717262128
"bride",5,8.21,236.553901719252
"bridecake",9,0,312.915615103858
"bridegroom",10,4.71,282.509375584059
"bridegroom's",12,2.079,312.95676736364
"brides",6,6.395,252.161343473347
"bride's",7,5.858,260.193757279772
"bridesmaid",10,5.384,277.703195395521
"bridesmaids",11,6.031,278.040785497114
"bridge",6,9.871,230.8057340229
"bridgehead",10,4.025,287.479230348853
"bridges",7,8.396,243.913492520757
"bridgework",10,1.792,304.295360380693
"bridle",6,5.94,255.09923400954
"Brie",4,4.89,252.904258702927
"brief",5,9.878,226.719097043331
"briefcase",9,6.632,264.302603103525
"briefed",7,6.321,257.144817944925
"briefer",7,4.898,266.631208060481
"briefest",8,4.654,273.079959050636
"briefing",8,7.572,253.528836651992
"briefly",7,8.776,241.565220738221
"briefs",6,7.158,247.310471344682
"brig",4,6.612,242.056687941224
"brigade",7,8.341,244.255259856734
"brigades",8,6.136,262.968845675845
"brigadier",9,5.805,269.926207095394
"brigand",7,3.85,273.840732715685
"brigantine",10,3.989,287.742824614042
"bright",6,9.527,232.835921161865
"brighten",8,5.796,265.254929274668
"brightened",10,5.313,278.205607089279
"brightens",9,4.06,282.187911011921
"brighter",8,7.39,254.706261569764
"brightest",9,6.93,262.305045547666
"brightly",8,6.79,258.62674801133
"brightness",10,7.631,262.263124377511
"brilliance",10,6.931,266.978743257222
"brilliancy",10,2.89,295.907140218351
"brilliant",9,8.953,249.137799019627
"brilliantly",11,6.368,275.665560823663
"brim",4,5.979,245.989043579071
"brimful",7,1.946,287.441428258586
"brimmed",7,3.178,278.56588172474
"brimstone",9,7.586,257.960773663845
"brindle",7,6.65,255.000031155561
"brine",5,7.795,239.06638037474
"bring",5,10.942,220.660264113269
"bringing",8,9.486,241.4712809841
"brings",6,9.444,233.328431043288
"brink",5,7.163,242.943971679416
"brinkmanship",12,2.996,305.735354817629
"brinksmanship",13,1.792,320.877022749463
"briquette",9,2.079,296.784392638954
"Brisbane",8,7.607,253.303033557456
"brisk",5,5.852,251.189232060842
"brisker",7,3.135,278.870995676076
"brisket",7,5.004,265.912654834206
"briskly",7,5.468,262.790011452245
"briskness",9,0,312.915615103858
"bristle",7,5.434,263.01757552408
"bristled",8,3.892,278.429198487803
"bristles",8,4.89,271.444175683419
"bristling",9,4.812,276.836927181411
"bristly",7,3.434,276.756286686859
"Bristol",7,8.17,245.320907553159
"Britain",7,9.488,237.22599509234
"Britain's",9,6.822,263.027242304516
"Britannic",9,3.401,286.962103634102
"britches",8,4.852,271.706901146035
"British",7,10.56,230.839357347518
"Britisher",9,2.833,291.141798976298
"Briton",6,4.913,261.856909980649
"Britons",7,5.768,260.790606961632
"brittle",7,6.603,255.305330516565
"broach",6,5.442,258.354019667433
"broached",8,4.796,272.094539075088
"broad",5,9.442,229.249647857198
"broadcast",9,9.666,244.656318884039
"broadcaster",11,6.676,273.512483557425
"broadcasters",12,6.93,276.598571737007
"broadcasting",12,8.839,263.477380749897
"broadcastings",13,3.135,310.091544895398
"broadcasts",10,8.031,259.605976164876
"broadcloth",10,2.833,296.336848177982
"broaden",7,6.729,254.487690729467
"broadened",9,5.642,271.048644200995
"broadening",10,5.889,274.15578472502
"broadens",8,4.796,272.094539075088
"broader",7,8.01,246.322214681692
"broadest",8,6.683,259.332215200515
"broadloom",9,0,312.915615103858
"broadly",7,7.233,251.243233550801
"broadminded",11,4.29,290.641504972401
"broadsheet",10,3.738,289.587391848265
"broadside",9,5.338,273.154508719545
"broadsword",10,5.635,275.934326206168
"Broadway",8,8.761,245.969551216305
"Broadway's",10,3.401,292.08257157323
"brocade",7,4.078,272.25583575345
"broccoli",8,6.819,258.435877391877
"brochure",8,8.436,248.013126120942
"brochures",9,7.673,257.390057708893
"brogue",6,3.258,273.125543459348
"broil",5,4.727,258.48742837494
"broiled",7,5.165,264.824969926918
"broiler",7,5.176,264.750818628229
"broke",5,9.553,228.602734488815
"broken",6,10.15,229.172165708059
"brokenly",8,2.398,289.223103903685
"broker",6,8.444,239.344814708783
"brokerage",9,7.698,257.226292541979
"brokers",7,7.749,247.964375537632
"bromides",8,3.497,281.243206228405
"bromine",7,4.942,266.332705271586
"bronc",5,3.932,263.772328988534
"bronchi",7,3.332,277.475884138448
"bronchial",9,4.575,278.512298812145
"bronchiolar",11,0,324.182396412142
"bronchiole",10,0,318.49918991914
"bronchiolitis",13,1.609,322.375429470957
"bronchitis",10,5.598,276.194366091777
"bronchus",8,1.386,296.771383511103
"bronco",6,7.272,246.593758397835
"broncos",7,6.201,257.931592900034
"broncs",6,3.091,274.28921463371
"brontosaurus",12,3.912,298.688178840611
"Bronx",5,7.042,243.693500837751
"bronze",6,8.572,238.566142757416
"bronzed",7,4.078,272.25583575345
"brooch",6,4.19,266.72135495491
"brood",5,6.544,246.80276188484
"brooding",8,5.903,264.533350394742
"broods",6,3.555,271.068204331086
"broody",6,2.303,279.847315081258
"brook",5,7.934,238.221893178799
"brooked",7,2.079,286.46981391851
"Brooklyn",8,8.353,248.537739826282
"Brooklyn's",10,3.584,290.724966593239
